user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_002722625.1_ASM272262v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002722735.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002722735	82.68	0.71	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.76, 0.04; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 78.79, 0.02; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 78.5, 0.08; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 77.27, 0.04; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.16, 0.06; GCA_002172185.1, s__MGIIb-O3 sp002172185, 95.0, 77.15, 0.08; GCA_002728565.1, s__MGIIb-O3 sp002728565, 95.0, 77.14, 0.1; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 77.1, 0.08; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.09, 0.14; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.02, 0.02; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 76.67, 0.14; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 76.59, 0.22; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 76.49, 0.16; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 75.92, 0.06; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 75.78, 0.04; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 75.5, 0.1; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 74.52, 0.12; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 74.49, 0.06	51.07	11	0.9542941309859045	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_002720395.1_ASM272039v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	N/A	N/A	N/A	N/A	N/A	GCA_002499325.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002499325	91.25	0.84	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 88.98, 0.97; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 88.68, 0.92; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 87.48, 1.0; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 80.3, 0.16; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 79.57, 0.5; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 79.47, 0.21; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 79.43, 0.55; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 78.98, 0.18; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 77.8, 0.32; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 77.74, 0.13; GCA_002719635.1, s__MGIIb-O5 sp002719635, 95.0, 76.82, 0.05; GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 76.79, 0.11; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 76.54, 0.05; GCA_002497985.1, s__MGIIb-O5 sp002497985, 95.0, 75.58, 0.05; GCA_002504435.1, s__MGIIb-O5 sp002504435, 95.0, 74.82, 0.11	52.52	11	0.9956492608725455	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_002700555.1_ASM270055v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 87.58, 0.81; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 86.69, 0.86; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 86.47, 0.86; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 85.69, 0.6; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 78.37, 0.5; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 78.22, 0.26; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 78.21, 0.1; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 77.87, 0.52; GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 77.17, 0.02; GCA_002497985.1, s__MGIIb-O5 sp002497985, 95.0, 75.64, 0.02; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 75.63, 0.14; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 75.23, 0.07; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 74.85, 0.07; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 74.8, 0.07; GCA_002504435.1, s__MGIIb-O5 sp002504435, 95.0, 74.73, 0.01	52.5	11	0.992484457817919	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-325-O07_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 88.36, 0.84; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 87.77, 0.86; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 87.46, 0.77; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 86.18, 0.68; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 80.19, 0.68; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 80.12, 0.53; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 78.9, 0.3; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 78.35, 0.28; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 77.96, 0.28; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 77.68, 0.27; GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 77.4, 0.13; GCA_002497985.1, s__MGIIb-O5 sp002497985, 95.0, 77.19, 0.11; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 77.06, 0.15; GCA_002719635.1, s__MGIIb-O5 sp002719635, 95.0, 77.03, 0.1; GCA_002504435.1, s__MGIIb-O5 sp002504435, 95.0, 76.89, 0.13; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 76.7, 0.14	50.74	11	0.9883655642532293	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
TARA_ASW_MAG_00021.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 88.91, 0.91; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 88.38, 0.85; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 78.8, 0.51; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 78.05, 0.21; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 77.61, 0.28; GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 77.59, 0.27; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 77.58, 0.23; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 77.39, 0.17; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 77.32, 0.27; GCA_002497985.1, s__MGIIb-O5 sp002497985, 95.0, 76.87, 0.07; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 76.73, 0.15; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 76.63, 0.1; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 76.59, 0.2; GCA_002504435.1, s__MGIIb-O5 sp002504435, 95.0, 76.5, 0.1; GCA_002719635.1, s__MGIIb-O5 sp002719635, 95.0, 76.43, 0.07; GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 76.39, 0.11	59.35	11	0.9887054850579956	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_002719555.1_ASM271955v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	N/A	N/A	N/A	N/A	N/A	GCA_002730095.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002730095	97.5	0.51	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 81.21, 0.07; GCA_002504435.1, s__MGIIb-O5 sp002504435, 95.0, 78.23, 0.03; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 78.13, 0.25; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 78.0, 0.29; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 77.97, 0.08; GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 77.64, 0.07; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 76.69, 0.02; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 76.25, 0.14; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 76.22, 0.05; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 76.11, 0.07; GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 75.74, 0.12; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 75.59, 0.1; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 74.88, 0.05; GCA_002719635.1, s__MGIIb-O5 sp002719635, 95.0, 74.49, 0.03; GCA_002497985.1, s__MGIIb-O5 sp002497985, 95.0, 74.46, 0.02	55.04	11	0.9995912108280013	N/A
GCA_002719255.1_ASM271925v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	N/A	N/A	N/A	N/A	N/A	GCA_002504435.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002504435	86.17	0.87	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002726275.1, s__MGIIb-O5 sp002726275, 95.0, 78.77, 0.37; GCA_002719635.1, s__MGIIb-O5 sp002719635, 95.0, 78.75, 0.37; GCA_002718995.2, s__MGIIb-O5 sp002718995, 95.0, 78.58, 0.54; GCA_002498925.1, s__MGIIb-O5 sp002498925, 95.0, 78.4, 0.59; GCA_002497985.1, s__MGIIb-O5 sp002497985, 95.0, 78.31, 0.28; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 77.18, 0.04; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 76.97, 0.02; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 76.87, 0.02; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 76.46, 0.04; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 75.42, 0.06; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 74.84, 0.0; GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 74.79, 0.0; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 74.66, 0.04	54.0	11	0.9836875856303248	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_002721855.1_ASM272185v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	ANI	N/A	GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 80.43, 0.53; GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 80.22, 0.18; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 79.66, 0.45; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 79.27, 0.42; GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 78.59, 0.45; GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 78.53, 0.37; GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 78.24, 0.61; GCA_002507125.1, s__Thalassarchaeum sp002507125, 95.0, 77.61, 0.45; GCA_002698225.1, s__Thalassarchaeum sp002698225, 95.0, 77.2, 0.29; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 77.05, 0.18; GCA_002501885.1, s__Thalassarchaeum sp002501885, 95.0, 76.35, 0.18	47.74	11	0.9483865220790503	N/A
AG-464-B22_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_002507125.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002507125	92.24	0.57	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 83.12, 0.72; GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 79.41, 0.52; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 79.39, 0.37; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 79.19, 0.39; GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 78.84, 0.36; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 77.4, 0.17; GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 77.34, 0.22; GCA_002698225.1, s__Thalassarchaeum sp002698225, 95.0, 77.24, 0.22; GCA_002501885.1, s__Thalassarchaeum sp002501885, 95.0, 77.19, 0.12; GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 76.98, 0.19	35.77	11	0.983637245625309	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-K16_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_002698225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002698225	85.08	0.67	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 81.52, 0.61; GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 80.31, 0.58; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 78.79, 0.55; GCA_002501885.1, s__Thalassarchaeum sp002501885, 95.0, 78.68, 0.48; GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 78.42, 0.33; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 78.35, 0.25; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 78.05, 0.28; GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 77.54, 0.28; GCA_002507125.1, s__Thalassarchaeum sp002507125, 95.0, 77.17, 0.22; GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 76.98, 0.31	28.92	11	0.9731176909116658	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_002728155.1_ASM272815v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_002698225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002698225	77.89	0.32	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 80.01, 0.05; GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 78.74, 0.46; GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 78.64, 0.34; GCA_002507125.1, s__Thalassarchaeum sp002507125, 95.0, 77.95, 0.05; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 76.85, 0.15; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 76.75, 0.32; GCA_002501885.1, s__Thalassarchaeum sp002501885, 95.0, 76.71, 0.27; GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 76.33, 0.22; GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 76.24, 0.22; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 76.05, 0.15	37.22	11	0.9640359659801498	N/A
TARA_PSW_MAG_00073.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_002698225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002698225	79.49	0.57	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 80.89, 0.69; GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 80.81, 0.57; GCA_002501885.1, s__Thalassarchaeum sp002501885, 95.0, 79.57, 0.51; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 79.34, 0.54; GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 77.21, 0.21; GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 77.14, 0.29; GCA_002507125.1, s__Thalassarchaeum sp002507125, 95.0, 76.96, 0.2; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 76.94, 0.2; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 76.87, 0.27; GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 76.72, 0.24	67.47	11	0.9625040994886603	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-313-O19_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 95.61, 0.62; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 94.99, 0.7; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 94.73, 0.52; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 87.27, 0.84; GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 83.04, 0.82; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 81.37, 0.8; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 79.97, 0.59; GCA_002494975.1, s__MGIIb-O2 sp002494975, 95.0, 78.31, 0.38; GCA_002499785.1, s__MGIIb-O2 sp002499785, 95.0, 77.28, 0.05; GCA_004195525.1, s__MGIIb-O2 sp004195525, 95.0, 77.15, 0.09	27.89	11	0.992129570754717	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
TARA_PSE_MAG_00070.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497245.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002497245	80.39	0.75	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 79.36, 0.59; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 79.32, 0.68; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 79.25, 0.55; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 79.02, 0.4; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 78.74, 0.46; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.24, 0.46; GCA_002494975.1, s__MGIIb-O2 sp002494975, 95.0, 77.22, 0.28; GCA_002499785.1, s__MGIIb-O2 sp002499785, 95.0, 76.42, 0.05; GCA_004195525.1, s__MGIIb-O2 sp004195525, 95.0, 76.15, 0.09	65.73	11	0.9889935824793865	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-447-I14_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497245.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002497245	88.43	0.82	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 83.7, 0.79; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 83.34, 0.73; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 83.22, 0.7; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 82.97, 0.61; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 82.28, 0.53; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 80.09, 0.58; GCA_002494975.1, s__MGIIb-O2 sp002494975, 95.0, 78.33, 0.37; GCA_004195525.1, s__MGIIb-O2 sp004195525, 95.0, 76.95, 0.1; GCA_002499785.1, s__MGIIb-O2 sp002499785, 95.0, 76.02, 0.07	59.74	11	0.9861550800401683	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_002697175.1_ASM269717v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497245.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002497245	87.02	0.97	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 83.05, 0.9; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 81.9, 0.75; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 81.56, 0.5; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 81.12, 0.6; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 80.67, 0.62; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 79.35, 0.65; GCA_002494975.1, s__MGIIb-O2 sp002494975, 95.0, 77.78, 0.28; GCA_004195525.1, s__MGIIb-O2 sp004195525, 95.0, 75.44, 0.07; GCA_002499785.1, s__MGIIb-O2 sp002499785, 95.0, 74.52, 0.03	45.8	11	0.98593539546782	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
